8722,0.59,-0.35,-12.97,-0.02,-0.03,-0.00
8916,0.60,-0.39,-12.94,-0.02,-0.03,-0.00
9041,0.60,-0.38,-12.92,-0.02,-0.04,-0.00
9165,0.62,-0.40,-12.92,-0.02,-0.04,-0.00
9289,0.61,-0.38,-12.93,-0.02,-0.03,-0.00
9414,0.61,-0.38,-12.92,-0.02,-0.04,-0.00
9538,0.61,-0.39,-12.95,-0.02,-0.03,-0.00
9662,0.61,-0.37,-12.93,-0.02,-0.03,-0.00
9787,0.61,-0.38,-12.93,-0.02,-0.04,-0.00
9911,0.62,-0.37,-12.96,-0.02,-0.04,-0.00
10035,0.60,-0.38,-12.95,-0.02,-0.03,-0.00
10159,0.60,-0.38,-12.93,-0.02,-0.04,-0.00
10317,0.60,-0.37,-12.93,-0.02,-0.04,-0.00
10442,0.61,-0.38,-12.92,-0.02,-0.03,-0.00
10566,0.61,-0.38,-12.95,-0.02,-0.04,-0.00
10691,0.59,-0.36,-12.93,-0.02,-0.03,-0.00
10815,0.60,-0.38,-12.95,-0.02,-0.03,-0.00
10939,0.59,-0.37,-12.94,-0.02,-0.04,-0.00
11064,0.59,-0.37,-12.91,-0.02,-0.03,-0.00
11188,0.61,-0.38,-12.92,-0.02,-0.03,-0.00
11312,0.61,-0.37,-12.93,-0.02,-0.04,-0.00
11437,0.59,-0.37,-12.91,-0.02,-0.03,-0.00
11561,0.60,-0.37,-12.94,-0.02,-0.03,-0.00
11685,0.60,-0.37,-12.91,-0.02,-0.03,-0.00
11810,0.59,-0.37,-12.94,-0.02,-0.04,-0.00
11934,0.60,-0.37,-12.93,-0.02,-0.04,-0.00
12059,0.59,-0.36,-12.96,-0.02,-0.04,-0.00
12183,0.60,-0.38,-12.93,-0.02,-0.04,-0.00
12307,0.61,-0.36,-12.95,-0.02,-0.03,0.00
12432,0.59,-0.38,-12.93,-0.02,-0.03,-0.00
12556,0.61,-0.36,-12.94,-0.02,-0.04,-0.00
12680,0.61,-0.38,-12.95,-0.02,-0.03,-0.00
12805,0.60,-0.39,-12.96,-0.02,-0.03,-0.00
12929,0.60,-0.38,-12.96,-0.02,-0.03,-0.00
13053,0.60,-0.39,-12.92,-0.02,-0.04,-0.00
13178,0.61,-0.37,-12.92,-0.02,-0.04,-0.00
13302,0.61,-0.36,-12.92,-0.02,-0.04,-0.00
13426,0.61,-0.38,-12.95,-0.02,-0.04,-0.00
13551,0.59,-0.38,-12.92,-0.02,-0.04,-0.00
13675,0.60,-0.36,-12.93,-0.02,-0.03,-0.00
13799,0.60,-0.38,-12.93,-0.02,-0.03,-0.00
13923,0.61,-0.39,-12.93,-0.02,-0.04,-0.00
14047,0.60,-0.37,-12.96,-0.02,-0.03,-0.00
14171,0.59,-0.39,-12.95,-0.02,-0.04,-0.00
14295,0.59,-0.38,-12.91,-0.02,-0.04,-0.00
14420,0.62,-0.38,-12.96,-0.02,-0.03,-0.00
14544,0.61,-0.38,-12.93,-0.02,-0.04,-0.00
14668,0.61,-0.38,-12.93,-0.02,-0.03,-0.00
14793,0.61,-0.37,-12.96,-0.02,-0.04,-0.00
14917,0.61,-0.38,-12.94,-0.02,-0.03,-0.00
15041,0.61,-0.37,-12.96,-0.02,-0.04,-0.00
15166,0.61,-0.38,-12.94,-0.02,-0.03,-0.00
15290,0.60,-0.38,-12.93,-0.02,-0.04,-0.00
15414,0.60,-0.38,-12.94,-0.02,-0.03,-0.00
15539,0.58,-0.36,-12.94,-0.02,-0.03,-0.00
15663,0.60,-0.35,-12.93,-0.02,-0.03,-0.00
15787,0.60,-0.37,-12.94,-0.02,-0.03,-0.00
15912,0.62,-0.36,-12.93,-0.02,-0.03,-0.00
16036,0.60,-0.39,-12.94,-0.02,-0.04,-0.00
16160,0.61,-0.38,-12.94,-0.02,-0.03,-0.00
16285,0.60,-0.38,-12.91,-0.02,-0.03,-0.00
16409,0.62,-0.39,-12.96,-0.02,-0.03,-0.00
16534,0.60,-0.36,-12.92,-0.02,-0.03,-0.00
16691,0.62,-0.35,-12.95,-0.02,-0.03,-0.00
16816,0.60,-0.38,-12.93,-0.02,-0.03,-0.00
16940,0.60,-0.36,-12.95,-0.02,-0.03,-0.00
17064,0.62,-0.37,-12.91,-0.02,-0.03,-0.00
17189,0.62,-0.38,-12.93,-0.02,-0.04,-0.00
17313,0.61,-0.36,-12.93,-0.02,-0.04,-0.00
17437,0.61,-0.38,-12.95,-0.02,-0.03,-0.00
17562,0.60,-0.39,-12.95,-0.02,-0.03,-0.00
17686,0.60,-0.36,-12.96,-0.02,-0.03,-0.00
17811,0.59,-0.37,-12.94,-0.02,-0.04,-0.00
17935,0.62,-0.37,-12.96,-0.02,-0.04,-0.00
18093,0.61,-0.37,-12.95,-0.02,-0.04,-0.00
18217,0.61,-0.39,-12.94,-0.02,-0.03,-0.00
18342,0.60,-0.39,-12.94,-0.02,-0.04,-0.00
18466,0.59,-0.38,-12.93,-0.02,-0.04,-0.00
18590,0.60,-0.36,-12.94,-0.02,-0.04,-0.00
18715,0.61,-0.38,-12.93,-0.02,-0.04,-0.00
18839,0.60,-0.37,-12.96,-0.02,-0.03,-0.00
18963,0.59,-0.38,-12.94,-0.02,-0.04,-0.00
19088,0.62,-0.37,-12.90,-0.02,-0.04,-0.00
19212,0.59,-0.36,-12.95,-0.02,-0.04,-0.00
19336,0.61,-0.37,-12.92,-0.02,-0.04,-0.00
19460,0.61,-0.37,-12.95,-0.02,-0.04,-0.00
19585,0.60,-0.37,-12.92,-0.02,-0.03,-0.00
19709,0.61,-0.38,-12.95,-0.02,-0.03,-0.00
19833,0.60,-0.37,-12.93,-0.02,-0.03,-0.00
19957,0.61,-0.38,-12.96,-0.02,-0.04,-0.00
20081,0.61,-0.38,-12.95,-0.02,-0.03,-0.00
20205,0.60,-0.35,-12.95,-0.02,-0.03,-0.00
20330,0.63,-0.37,-12.93,-0.02,-0.04,-0.00
20454,0.61,-0.38,-12.92,-0.02,-0.03,-0.00
20578,0.62,-0.38,-12.94,-0.02,-0.03,-0.00
20702,0.61,-0.39,-12.92,-0.02,-0.03,-0.00
20830,0.59,-0.38,-12.96,-0.02,-0.03,-0.00
20954,0.61,-0.37,-12.93,-0.02,-0.03,-0.00
21079,0.61,-0.37,-12.93,-0.02,-0.04,-0.00
21203,0.59,-0.39,-12.90,-0.02,-0.04,-0.00
21327,0.60,-0.36,-12.96,-0.02,-0.04,-0.00
21452,0.61,-0.38,-12.92,-0.02,-0.03,-0.00
21576,0.60,-0.39,-12.96,-0.02,-0.04,-0.00
21700,0.60,-0.38,-12.93,-0.02,-0.03,-0.00
21825,0.62,-0.37,-12.97,-0.02,-0.04,-0.00
21949,0.60,-0.38,-12.90,-0.02,-0.04,-0.00
22073,0.59,-0.38,-12.93,-0.02,-0.03,-0.00
22198,0.59,-0.37,-12.93,-0.02,-0.04,-0.00
22322,0.62,-0.37,-12.99,-0.02,-0.03,-0.00
22447,0.61,-0.39,-12.94,-0.02,-0.03,-0.00
22571,0.60,-0.37,-12.92,-0.02,-0.03,-0.00
22695,0.60,-0.36,-12.92,-0.02,-0.03,-0.00
